Date;Allemagne, Taux d'inflation;France, Taux d'inflation;Zone euro, Taux d'inflation;Allemagne, Taux de chômage (CVS);France, Taux de chômage (CVS);Zone euro, Taux de chômage (CVS);Allemagne, solde des finances publiques (% PIB);France, solde des finances publiques (% PIB);Zone euro, solde des finances publiques (% PIB);Allemagne, Solde structurel des finances publiques (en % du PIB);Zone euro, Solde structurel des finances publiques (en % du PIB);France, Solde structurel des finances publiques (en % du PIB);Zone euro, Crédit aux SNF, taux de croissance annuel;Zone euro, Crédit aux ménages, taux de croissance annuel;Crédits accordés aux sociétés non financières résidentes, taux de croissance annuel;Crédits accordés aux ménages et ISBLSM résidents, taux de croissance annuel;Taux de croissance du PIB en % - Allemagne;Taux de croissance du PIB en % - France;Taux de croissance du PIB en % - Zone Euro
01/10/1973;;;;;;;;;;;;;;;;;;6,2;
01/07/1973;;;;;;;;;;;;;;;;;;6,7;
01/04/1973;;;;;;;;;;;;;;;;;;6,5;
01/01/1973;;;;;;;;;;;;;;;;;;5,7;
01/10/1972;;;;;;;;;;;;;;;;;;5,1;
01/07/1972;;;;;;;;;;;;;;;;;;4,4;
01/04/1972;;;;;;;;;;;;;;;;;;4,4;
01/01/1972;;;;;;;;;;;;;;;;;;4,6;
01/10/1971;;;;;;;;;;;;;;;;;;5,1;
01/07/1971;;;;;;;;;;;;;;;;;;5,4;
01/04/1971;;;;;;;;;;;;;;;;;;5,1;
01/01/1971;;;;;;;;;;;;;;;;;;5,7;
01/10/1970;;;;;;;;;;;;;;;;;;5,7;
01/07/1970;;;;;;;;;;;;;;;;;;5,9;
01/04/1970;;;;;;;;;;;;;;;;;;6,2;
01/01/1970;;;;;;;;;;;;;;;;;;6,7;
01/10/1969;;;;;;;;;;;;;;;;;;6,1;
01/07/1969;;;;;;;;;;;;;;;;;;5,8;
01/04/1969;;;;;;;;;;;;;;;;;;12,5;
01/01/1969;;;;;;;;;;;;;;;;;;4,7;
01/10/1968;;;;;;;;;;;;;;;;;;6,2;
01/07/1968;;;;;;;;;;;;;;;;;;5,9;
01/04/1968;;;;;;;;;;;;;;;;;;-0,5;
01/01/1968;;;;;;;;;;;;;;;;;;6;
01/10/1967;;;;;;;;;;;;;;;;;;5,1;
01/07/1967;;;;;;;;;;;;;;;;;;4,8;
01/04/1967;;;;;;;;;;;;;;;;;;4,8;
01/01/1967;;;;;;;;;;;;;;;;;;5,2;
01/10/1966;;;;;;;;;;;;;;;;;;4,5;
01/07/1966;;;;;;;;;;;;;;;;;;5,3;
01/04/1966;;;;;;;;;;;;;;;;;;5,5;
01/01/1966;;;;;;;;;;;;;;;;;;5,7;
01/10/1965;;;;;;;;;;;;;;;;;;5,3;
01/07/1965;;;;;;;;;;;;;;;;;;5,2;
01/04/1965;;;;;;;;;;;;;;;;;;4,7;
01/01/1965;;;;;;;;;;;;;;;;;;4,1;
01/10/1964;;;;;;;;;;;;;;;;;;5,7;
01/07/1964;;;;;;;;;;;;;;;;;;4,3;
01/04/1964;;;;;;;;;;;;;;;;;;6,7;
01/01/1964;;;;;;;;;;;;;;;;;;9,8;
01/10/1963;;;;;;;;;;;;;;;;;;6,9;
01/07/1963;;;;;;;;;;;;;;;;;;8;
01/04/1963;;;;;;;;;;;;;;;;;;6,7;
01/01/1963;;;;;;;;;;;;;;;;;;4;
01/10/1962;;;;;;;;;;;;;;;;;;6,7;
01/07/1962;;;;;;;;;;;;;;;;;;7,5;
01/04/1962;;;;;;;;;;;;;;;;;;6,4;
01/01/1962;;;;;;;;;;;;;;;;;;5,5;
01/10/1961;;;;;;;;;;;;;;;;;;4,8;
01/07/1961;;;;;;;;;;;;;;;;;;4,1;
01/04/1961;;;;;;;;;;;;;;;;;;4,9;
01/01/1961;;;;;;;;;;;;;;;;;;6,8;
01/10/1960;;;;;;;;;;;;;;;;;;7,6;
01/07/1960;;;;;;;;;;;;;;;;;;9,1;
01/04/1960;;;;;;;;;;;;;;;;;;8,5;
01/01/1960;;;;;;;;;;;;;;;;;;7,1;
01/10/1959;;;;;;;;;;;;;;;;;;5,1;
01/07/1959;;;;;;;;;;;;;;;;;;2,9;
01/04/1959;;;;;;;;;;;;;;;;;;1,5;
01/01/1959;;;;;;;;;;;;;;;;;;0,6;
01/10/1958;;;;;;;;;;;;;;;;;;1,7;
01/07/1958;;;;;;;;;;;;;;;;;;1,7;
01/04/1958;;;;;;;;;;;;;;;;;;3,6;
01/01/1958;;;;;;;;;;;;;;;;;;3,9;
01/10/1957;;;;;;;;;;;;;;;;;;4,5;
01/07/1957;;;;;;;;;;;;;;;;;;5,8;
01/04/1957;;;;;;;;;;;;;;;;;;5,4;
01/01/1957;;;;;;;;;;;;;;;;;;6,4;
01/10/1956;;;;;;;;;;;;;;;;;;5,2;
01/07/1956;;;;;;;;;;;;;;;;;;4,9;
01/04/1956;;;;;;;;;;;;;;;;;;5,1;
01/01/1956;;;;;;;;;;;;;;;;;;4,9;
01/10/1955;;;;;;;;;;;;;;;;;;5,5;
01/07/1955;;;;;;;;;;;;;;;;;;5,1;
01/04/1955;;;;;;;;;;;;;;;;;;5,2;
01/01/1955;;;;;;;;;;;;;;;;;;5,5;
01/10/1954;;;;;;;;;;;;;;;;;;5,6;
01/07/1954;;;;;;;;;;;;;;;;;;6,5;
01/04/1954;;;;;;;;;;;;;;;;;;5,3;
01/01/1954;;;;;;;;;;;;;;;;;;5,2;
01/10/1953;;;;;;;;;;;;;;;;;;4,9;
01/07/1953;;;;;;;;;;;;;;;;;;3,1;
01/04/1953;;;;;;;;;;;;;;;;;;3,6;
01/01/1953;;;;;;;;;;;;;;;;;;1,4;
01/10/1952;;;;;;;;;;;;;;;;;;2;
01/07/1952;;;;;;;;;;;;;;;;;;3,1;
01/04/1952;;;;;;;;;;;;;;;;;;3,7;
01/01/1952;;;;;;;;;;;;;;;;;;5;
01/10/1951;;;;;;;;;;;;;;;;;;3,3;
01/07/1951;;;;;;;;;;;;;;;;;;4,8;
01/04/1951;;;;;;;;;;;;;;;;;;5,8;
01/01/1951;;;;;;;;;;;;;;;;;;7,7;
01/10/1950;;;;;;;;;;;;;;;;;;10,6;
01/07/1950;;;;;;;;;;;;;;;;;;9,3;
01/04/1950;;;;;;;;;;;;;;;;;;8,3;
01/01/1950;;;;;;;;;;;;;;;;;;6,6;
